supersense_category	text
noun.artifact	fluoroscope
noun.act	Hurry
verb.possession	Have
noun.person	Olham
noun.person	Nelson
verb.communication	contacted
noun.person	Spence
noun.person	Chamberlain
noun.communication	pretext
verb.motion	stepping down
noun.artifact	study light
noun.phenomenon	starlight
noun.artifact	shoot bug
noun.person	Olham
noun.person	Mary
noun.person	Dr Chamberlain
noun.person	staff doctor
noun.group	Project
noun.state	Danger
noun.artifact	porch
noun.person	Olham
noun.artifact	porch
noun.person	Mary
noun.person	Dr Chamberlain
verb.perception	pealed
noun.person	Olham
noun.person	Mary
noun.person	security officer
noun.person	Mary
verb.competition	firing
noun.person	Olham
verb.motion	wriggled
verb.motion	leaped up
verb.contact	snapped on
verb.motion	jumped down
noun.artifact	backyard
noun.person	security officers
noun.person	Olham
verb.motion	gone ahead
noun.person	Olham
verb.contact	parked
noun.state	wilderness
noun.object	forests
noun.person	Peters
noun.artifact	Boris gun
noun.person	Olham
verb.motion	rigid
noun.person	Peters
noun.person	Olham
noun.person	Olham
verb.communication	indicates
noun.communication	trigger
noun.person	Olham
noun.location	Moon base
verb.change	detonate
noun.person	security officer
verb.social	searched
noun.group	cordon
noun.quantity	left
noun.person	Olham
verb.motion	moved away
noun.person	Peters
noun.person	Peters
noun.location	settlement
verb.stative	began
noun.person	Olham
noun.quantity	Mile
verb.cognition	measured
verb.contact	searched
noun.group	cordon
noun.person	real Olham
verb.change	crashed
verb.change	broken up
verb.emotion	stirred
noun.artifact	Project
verb.change	Crashed
noun.person	Olham
verb.motion	Crashed
noun.location	Sutton Wood
noun.act	pace
noun.plant	Sunlight
verb.motion	filtered down
noun.person	Olham
noun.communication	minutes
noun.object	stumps
noun.location	Sutton Wood
noun.location	Sutton Wood
noun.location	Wood
verb.perception	missing
noun.person	Olham
verb.motion	tensed
verb.stative	depended on
noun.person	Nelson
noun.person	Nelson
verb.communication	call out
verb.cognition	hold
noun.plant	branch
noun.person	Olham
noun.person	Peters
noun.person	Peters
noun.person	Olham
noun.person	Peters
verb.perception	aiming
noun.person	Peters
noun.person	Security men
noun.person	Peters
noun.person	Olham
verb.contact	Shoot
noun.person	Nelson
noun.person	Peters
verb.competition	Shoot
noun.person	Nelson
noun.person	Olham
verb.motion	goes off
verb.contact	Shut up
noun.person	Peters
verb.motion	bent down
verb.perception	poking
noun.person	Peters
noun.person	Olham
verb.emotion	assailed
noun.state	ashes
noun.body	Perspiration
noun.person	Nelson
noun.person	Nelson
noun.person	Peters
noun.person	Peters
verb.motion	strode
noun.person	Olham
noun.person	Olham
noun.person	Peters
noun.person	Olham
verb.motion	came along
verb.motion	run down
noun.person	Peters
verb.communication	murmured
noun.person	Olham
noun.person	Peters
noun.person	Olham
verb.contact	took out
verb.change	catch fire
verb.change	smoking
noun.person	Olham
noun.person	Peters
verb.motion	bent down
verb.contact	laid open
noun.body	tear
noun.person	Peters
noun.person	Peters
noun.person	Olham
verb.communication	broke off
noun.person	Olham
verb.cognition	demonstrate
noun.time	vacation
noun.person	Peters
verb.cognition	work out
noun.time	vacation
noun.person	Olham
noun.person	Peters
noun.person	Nelson
verb.stative	reached out
noun.person	Olham
verb.contact	go off
noun.group	demolition
noun.group	squad
noun.person	Nelson
verb.contact	grabbed hold
noun.person	Olham
noun.person	Nelson
verb.contact	holding on
noun.artifact	object
noun.person	Nelson
verb.change	killed
noun.person	Olham
noun.person	Olham
verb.body	chattered
noun.person	Olham
verb.perception	whirling
noun.communication	sentence
noun.location	Alpha Centauri
noun.person	Garson Poole
noun.artifact	hospital bed
noun.artifact	hospital bed
noun.artifact	bed ward
noun.artifact	analgesic
noun.artifact	Webs
noun.artifact	peds
verb.change	glimmered
noun.attribute	brilliance
verb.communication	dialed
noun.artifact	outside line
noun.person	Louis Danceman
noun.group	Tri - Plan
noun.person	Garson Poole
noun.communication	Thank God
noun.person	Danceman
noun.body	surface
noun.communication	pock marks
verb.contact	flattened
noun.person	Poole
verb.contact	graft
noun.person	Poole
verb.communication	clucking
verb.emotion	fussing
noun.person	Danceman
verb.contact	splunked
noun.group	police systems
noun.location	Terra
noun.location	Wyoming
noun.possession	lease
noun.cognition	option
noun.person	Poole
noun.state	surroundings
noun.animal	squib
noun.artifact	pilot
verb.contact	careened
noun.artifact	craft
verb.contact	piling up
noun.Tops	sensations
noun.person	Sarah Benton
noun.person	Danceman
verb.motion	hovering
noun.location	by
verb.communication	mothering
verb.social	mother
noun.person	Sarah
verb.body	fell
noun.artifact	squib
noun.artifact	tie rod
noun.artifact	steering fin
noun.artifact	squib
noun.person	Poole
noun.artifact	fone
verb.body	took
verb.contact	foning
noun.person	Mr. Garson Poole
noun.group	Tri - Plan Electronics
noun.person	Maker
noun.communication	ident darts
noun.animal	prey
noun.attribute	radius
noun.phenomenon	enceph wave
noun.person	Mr. Poole
noun.person	Mr. Poole
noun.animal	ant
noun.person	Poole
noun.artifact	components
noun.phenomenon	x -
noun.communication	rays
verb.communication	bore out
noun.person	Poole
noun.animal	ant
noun.person	nurse
noun.person	Poole
noun.body	perspiration
noun.person	Poole
noun.artifact	electric ant
verb.contact	functioned
noun.person	Poole
verb.stative	Be
noun.person	Poole
noun.artifact	hospital boat
verb.motion	convey
noun.artifact	service facility
noun.group	Tri - Plan
verb.social	functioning
noun.person	Poole
noun.person	Danceman
noun.person	Sarah
verb.creation	Designed
noun.communication	delusion
noun.artifact	repair facility
verb.communication	settle
noun.communication	bill
noun.artifact	front desk
noun.person	Poole
noun.communication	bill
verb.body	treat
noun.person	nurse
noun.person	Poole
noun.attribute	position
noun.communication	thank you
noun.communication	Thank you
noun.person	Mr. Poole
noun.person	Poole
noun.artifact	repair facility
verb.contact	install
noun.body	capillaries
noun.artifact	components
noun.artifact	stage valves
noun.quantity	frogs
noun.possession	salary
verb.contact	fused
noun.act	labor
noun.act	abuse
noun.person	Poole
verb.communication	posing
noun.person	Poole
noun.person	Poole
noun.act	clickings
noun.event	whirrings
verb.communication	programmed
noun.person	slave
noun.person	Poole
noun.person	slave
noun.person	Poole
noun.possession	frogs
verb.perception	tested
noun.artifact	public carrier
noun.person	Jack Daniel
verb.consumption	sipping
verb.cognition	Choose
verb.emotion	undermines
verb.stative	mimicking
noun.person	Danceman
noun.person	Sarah
noun.group	Tri - Plan
verb.cognition	absorb
verb.communication	Programmed
verb.stative	fitted
verb.change	cuts
verb.social	forces
verb.motion	Turning
verb.social	set about
verb.body	removing
verb.contact	assembled
noun.artifact	complexes
verb.communication	programmed
verb.emotion	baffled
noun.group	class BBB
verb.communication	dialed
noun.location	Boise
noun.location	Idaho
noun.act	Use
verb.cognition	prorated
noun.artifact	buzzer
verb.communication	query
verb.cognition	taking into account
noun.communication	audio input
noun.person	queriers
noun.location	Terra
verb.communication	instructed
noun.communication	programming
verb.social	controls
noun.act	behavior
verb.change	Remove
verb.consumption	Apply
noun.body	breastbone
verb.motion	ease
verb.change	came off
noun.artifact	control modules
noun.person	fone
noun.object	roll
noun.communication	punched tape
noun.body	heart mechanism
noun.person	Poole
verb.communication	contact
verb.change	died out
verb.contact	yank
noun.person	Poole
noun.artifact	spools
noun.artifact	scanner
noun.artifact	delivery
noun.artifact	take - up
noun.Tops	motion
noun.artifact	spools
verb.cognition	Override
noun.artifact	delivery drum
noun.substance	fone
verb.perception	relit
verb.social	recontacting
noun.time	seconds lapse
noun.communication	punched tape
noun.object	roll
noun.body	heart mechanism
verb.creation	programming
noun.artifact	turret
noun.body	neurological system
verb.change	emanate
noun.communication	programming
noun.communication	Query
verb.motion	flicked off
noun.person	Poole
noun.substance	fone
verb.change	disappear
noun.cognition	Reality
verb.consumption	Fed
noun.artifact	scanner
noun.body	central nervous system
verb.change	unwinds
verb.change	Getting
verb.creation	redressed
noun.attribute	luxury
verb.change	imported
noun.group	Tri - Plan
verb.motion	leaning back
noun.substance	nimbus
verb.communication	Bypass
noun.act	programming
verb.social	interfere
noun.artifact	reality tape
verb.cognition	dealing
noun.cognition	universalization
noun.quantity	multitude
noun.cognition	realities
verb.change	set out
verb.possession	locate
noun.artifact	programming circuit
noun.state	functioning
verb.contact	sets
verb.motion	Going
verb.communication	dialed
noun.person	Danceman
noun.artifact	microtools
verb.cognition	enlarging
noun.person	foremen
noun.artifact	microtools
noun.person	Mr. Danceman
noun.artifact	lens system
noun.person	Poole
verb.stative	smoking
verb.motion	lugged
noun.person	Mr. Poole
noun.person	shop foreman
noun.artifact	lens system
noun.person	Poole
noun.artifact	lens system
noun.location	shape
noun.artifact	punch
noun.body	holes
noun.person	Poole
noun.event	charges
noun.substance	ferrous oxide
noun.artifact	slots
noun.artifact	scanner
verb.stative	functions like
noun.person	player
noun.act	punch
noun.artifact	hole
verb.possession	filling in
verb.cognition	measured
noun.artifact	spool
verb.creation	came up
noun.artifact	scanner
noun.time	time period
verb.cognition	painting out
noun.phenomenon	stimuli
noun.artifact	microbrush
verb.contact	swabbed
noun.shape	section
noun.artifact	varnish
noun.artifact	supply kit
verb.contact	accompanying
noun.artifact	microtools
verb.cognition	smeared out
noun.cognition	stimuli
verb.social	covered
noun.act	punches
verb.communication	overcame
noun.person	Danceman
noun.person	Danceman
noun.person	Poole
noun.quantity	Scotch
noun.food	sour
noun.person	Danceman
verb.communication	found out
verb.motion	Raising
noun.person	Poole
noun.person	Danceman
noun.person	Poole
noun.person	Mr. Poole
verb.emotion	prefer
noun.person	Poole
verb.social	took over
noun.group	Tri - Plan
noun.location	Prox System
noun.location	Tri - Plan
noun.animal	ant
noun.person	stockholders
noun.group	Scattered
noun.person	Marvis Bey
noun.person	husband Ernan
noun.location	Prox 4
noun.possession	voting stock
noun.cognition	policy
verb.possession	feeding
noun.person	Beys
noun.person	Poole
noun.person	Danceman
noun.person	Mr. Poole
noun.location	New York City
noun.person	Danceman
noun.person	Poole
verb.perception	Look around
noun.person	Danceman
noun.person	Poole
noun.act	punch
verb.motion	up
noun.person	Standing
noun.person	Danceman
noun.person	Goodnight
verb.motion	strode
verb.contact	searching for
noun.artifact	cabs
verb.communication	painted
noun.person	Prostitutes
noun.person	Flowers
noun.artifact	parking lot
noun.person	Danceman
noun.artifact	squib
noun.artifact	cabs
noun.person	Danceman
noun.location	New York City
noun.act	ped
verb.change	disappear
noun.location	nothingness
verb.change	Smoking
noun.time	fifteen minutes
verb.contact	stubbed
verb.motion	shot off
verb.contact	insert
verb.cognition	pondered
verb.contact	unlocked
noun.artifact	living room chair
noun.person	captain
noun.artifact	kirk
noun.person	Sarah
noun.location	March
verb.body	peeped
verb.contact	kneeling down
verb.contact	inserting
noun.substance	microtool
verb.communication	found out
noun.cognition	standpoint
verb.change	opens up
verb.cognition	exploring
noun.artifact	micro screwdriver
verb.communication	demanded
noun.person	employer
noun.group	Tri- Plan
verb.cognition	respect
noun.shape	margin
noun.artifact	scanner
noun.artifact	element
verb.change	reattached
noun.act	calculations
verb.social	fixing
noun.person	Sarah
noun.person	Poole
verb.social	freeing
noun.cognition	stimuli
noun.person	Sarah
verb.contact	gathering up
noun.person	captain kirk
verb.body	got into
noun.artifact	TV channels
noun.artifact	independents
noun.communication	TV
noun.artifact	set
noun.communication	channels
noun.artifact	cathode ray
verb.cognition	distinguished
noun.group	mixture
verb.cognition	perceiving
verb.cognition	Think of
verb.communication	broke off
noun.body	human brain
noun.person	Sarah
noun.person	Poole
noun.person	captain
verb.change	kirk
noun.person	Poole
noun.body	pillows
noun.person	Sarah
verb.change	turn off
noun.quantity	Eleven
noun.person	Sarah
verb.cognition	See
noun.communication	nonsense
verb.change	disappear
noun.act	mugging
verb.change	stiffened
noun.state	immobility
verb.motion	drain away
noun.Tops	Objects
verb.change	diminished
verb.motion	flitted
verb.change	filmed
noun.cognition	stimuli
verb.change	dying out
noun.person	Poole
verb.communication	made out
noun.person	Sarah Benton
noun.artifact	doll
verb.contact	propped up
verb.change	fade
verb.change	dwindle
verb.motion	eddied
noun.substance	elements
verb.motion	collected
verb.motion	fell apart
verb.motion	collected
verb.change	dissipated
verb.contact	closed over
verb.contact	sealed off
verb.contact	Reaching
noun.cognition	Awareness
verb.stative	Am
verb.motion	pace
verb.creation	make up
noun.communication	encyclopedia
verb.communication	list
noun.communication	a.
noun.person	Apple
noun.substance	acksetron
noun.group	tomato aspic
noun.communication	advertising
noun.cognition	categories
noun.artifact	living room
verb.motion	spilled in
verb.contact	bent
noun.person	Maintenance men
verb.motion	stood back
noun.person	Sarah Benton
verb.emotion	dithering
verb.possession	replaced
verb.communication	Thank
noun.person	Poole
noun.person	Mr. Danceman
noun.person	Poole
verb.change	Start
verb.cognition	assimilate
noun.person	Sarah
verb.body	composed
verb.communication	plunged
verb.body	passed out
noun.person	Mr. Danceman
noun.group	maintenance
noun.group	maintenance
verb.body	sniffling
noun.person	maintenance men
noun.artifact	reality tape
noun.person	Poole
noun.artifact	transport
noun.act	insertion
verb.change	shut down
verb.social	fiddle around
noun.person	Poole
noun.person	Poole
noun.communication	bill
noun.person	maintenance man
noun.quantity	frogs
noun.possession	installments
verb.body	rubbed
verb.contact	Shave
noun.person	primary technician
verb.perception	wo
verb.motion	jam
verb.cognition	occur
noun.person	Poole
noun.artifact	scanner
noun.artifact	photocell
noun.attribute	impedance
noun.body	neuro
verb.communication	Meaning
noun.person	Poole
verb.communication	Meaning
noun.person	Poole
noun.phenomenon	voltage
verb.change	fuse
noun.quantity	loads
noun.quantity	millionth
noun.quantity	watt
noun.substance	cesium
noun.quantity	sixteenth
noun.event	combinations
noun.act	punch - outs
noun.artifact	output
verb.stative	depends on
verb.communication	details
noun.person	Poole
verb.perception	experience
noun.state	entirety
noun.communication	symphonic score
verb.cognition	entering
verb.perception	sounding
noun.cognition	symphonies
noun.person	Poole
noun.person	Sarah
verb.consumption	like
noun.person	Mr. Poole
noun.artifact	kitchen table
noun.person	Garson Poole
verb.consumption	sipping
noun.person	Sarah
noun.person	Sarah
noun.person	Poole
verb.communication	grated
verb.creation	control
verb.change	fuse
noun.act	sequences
verb.contact	push
verb.possession	get out
verb.contact	seat
verb.stative	produced
verb.possession	transfer
noun.artifact	refrigerator
noun.artifact	refrigerator
noun.artifact	supermarket
verb.possession	distribute
noun.possession	cash register
verb.contact	joined back
noun.communication	video tape
verb.contact	prick
noun.act	punch
verb.change	emerges
noun.communication	microtool
noun.body	holes
noun.artifact	scanner
noun.person	Sarah
verb.communication	extrapolate
verb.change	show up
noun.person	Sarah
noun.artifact	wristwatch
noun.relation	third
noun.group	flock
noun.animal	ducks
verb.perception	quacked
noun.animal	feathers
noun.person	Ducks
noun.person	Poole
verb.cognition	marveling
noun.animal	ducks
noun.location	park bench
noun.person	Poole
noun.body	dentures
noun.person	Poole
noun.person	Sarah
noun.animal	ducks
noun.animal	ducks
noun.act	punch
noun.shape	holes
noun.person	Sarah
noun.person	Sarah
noun.cognition	stimulus
noun.cognition	factor
noun.artifact	reality tape
verb.change	glazed over
noun.artifact	reality tape
noun.person	Sarah
noun.artifact	reality tapes
noun.artifact	reality tape
noun.person	Sarah
verb.change	faltered
noun.person	Poole
noun.person	Danceman
verb.communication	reported back
verb.change	head
verb.social	endangering
noun.person	Sarah
noun.state	gloom
noun.person	Poole
noun.person	Poole
verb.contact	unplug
noun.animal	ant
verb.communication	boiled down
noun.person	Sarah
verb.communication	Go ahead
noun.person	Sarah
noun.artifact	robots
noun.event	circuits
verb.perception	experiencing
verb.motion	wriggled
noun.artifact	microglove
noun.artifact	assembly
noun.artifact	cutting blade
noun.artifact	cutting blade
verb.change	fuse
noun.artifact	cut ends
noun.time	half hour
verb.perception	Staring
verb.body	cowering
noun.person	Sarah
verb.contact	reseated
noun.person	Sarah
verb.communication	apologize
verb.creation	imitating
verb.body	palpitating
verb.motion	Go away
verb.motion	Back
verb.change	fuse
noun.artifact	ends
verb.contact	Reaching
verb.perception	Peering
noun.artifact	photoelectric
verb.perception	gleam
noun.artifact	scanner
noun.artifact	scanner
noun.animal	zebras
verb.communication	lapping
noun.person	Sarah
noun.person	Danceman
noun.plant	squibs
noun.act	flooding
noun.state	drought
noun.food	Butter
noun.feeling	odors
verb.emotion	assailed
noun.substance	poisons
noun.food	lemons
verb.change	drowned
verb.communication	dinned
verb.perception	squeaked
noun.object	body
noun.group	Tri - Plan
noun.artifact	labs
noun.person	Sarah
verb.communication	bring forth
verb.perception	lighting
verb.stative	scorching
verb.contact	Frozen
noun.person	Sarah Benton
noun.person	Poole
noun.person	roby
verb.motion	sank down
noun.person	Poole
noun.person	Mr. Danceman
noun.person	fone
verb.communication	dialed
noun.cognition	stimulus - factor
noun.artifact	reality tape
verb.contact	plugged
noun.person	Mr. Danceman
verb.contact	put through
noun.person	Poole
noun.person	Danceman
noun.person	Poole
noun.artifact	kitchen table
verb.communication	instructed
noun.person	Sarah
verb.body	worn out
noun.communication	Thank you
noun.person	Mr. Danceman
verb.body	Trembling
noun.artifact	roby
verb.change	fuse
noun.artifact	ends
noun.person	Poole
verb.motion	blew
verb.motion	blew
noun.location	Hanoi
verb.competition	facing
noun.person	peddler
noun.person	passer
noun.person	Chien
noun.group	Ministry of Cultural Artifacts
verb.creation	cropped
verb.contact	deflected
noun.artifact	scooters
noun.artifact	motorcycles
noun.person	peddler
noun.person	Comrade
noun.person	peddler
verb.motion	pursued
noun.substance	helium
verb.motion	scuttling
noun.group	Chien
noun.cognition	remedies
verb.cognition	complete
noun.communication	testimonials
noun.person	users
verb.social	assist
noun.person	Chien
noun.group	Central Committee
noun.attribute	opportunism
verb.cognition	testing
verb.body	cure
noun.state	radiation sickness
noun.person	peddler
noun.state	sexual prowess
noun.event	progressions
noun.state	melanomae
noun.state	cancers
verb.contact	Lifting
noun.artifact	aluminum cans
noun.artifact	jars
noun.person	peddler
noun.person	rival
verb.social	usurp
verb.possession	purvey
noun.artifact	ointment
noun.substance	balm
noun.person	comrade
noun.possession	dollars
noun.artifact	exchange
noun.possession	tissue
verb.stative	Go to
noun.person	Chien
verb.communication	signaled
noun.person	superiors
noun.group	Ministry
noun.communication	notations
noun.person	subordinates
noun.person	peddler
noun.person	comrade
noun.person	Chien
verb.communication	demanded
noun.feeling	Indignation
noun.communication	Because
noun.person	comrade
noun.person	war veteran
noun.group	Colossal Final
noun.group	United Front
noun.group	Imperialists
noun.attribute	extremities
noun.act	battle
noun.artifact	wares
noun.person	veteran
noun.state	fine
noun.time	jail
noun.act	sentence
noun.person	Chien
verb.motion	nodded
noun.artifact	hovercab
noun.artifact	herbal remedies
noun.artifact	parcel
noun.person	peddler
noun.person	comrade
noun.artifact	spermatocide
verb.cognition	qualify for
noun.person	Chien
noun.artifact	billfold
noun.possession	inflationary
noun.person	government servant
noun.person	peddler
noun.person	Chien
verb.emotion	appalled
noun.person	comrade
noun.person	peddler
verb.communication	excuse
noun.person	healer
verb.cognition	Taken
noun.person	Chien
noun.location	West
noun.location	steer
noun.act	roping
noun.act	indulgence
noun.group	Party
noun.person	peddler
verb.contact	selected
noun.possession	trade dollars
noun.communication	guarantee
noun.relation	portion
noun.possession	refund
noun.person	Chien
verb.emotion	fatigued
noun.communication	monologues
noun.person	peddler
noun.communication	sermons
noun.person	Chien
verb.motion	strode off
noun.person	Balls
noun.possession	racket
noun.communication	ordinance
verb.social	setting up
noun.person	vets
noun.person	raptors
noun.communication	packet
noun.group	Postwar Ministry of Cultural Artifacts
noun.time	workday
noun.person	male
noun.person	Caucasian
noun.person	superior
noun.person	Ssu - Ma Tso - pin
noun.person	Tso - pin
noun.communication	Cantonese
noun.communication	dialect
noun.person	Mr. Tung Chien
noun.person	Mr. Darius Pethel
noun.person	Mr. Pethel
noun.person	headmaster
noun.group	establishment
noun.location	San Fernando
noun.person	Mr. Pethel
verb.stative	supporting
verb.social	unseat
noun.person	imperialist
noun.group	bloc
noun.group	countries
noun.state	post
noun.substance	Tea
noun.person	Chien
noun.artifact	hibachi
noun.substance	ceramic
verb.communication	burble
noun.person	Miss Hsi
verb.cognition	laid out
noun.person	Comrade Pethel
noun.person	Tso - pin
noun.person	Mr. Pethel
verb.cognition	trusts
noun.location	San Fernando
noun.communication	philosophies
verb.communication	maintain
noun.group	youth
noun.group	segment
noun.group	U.S.
noun.location	Sacramento
verb.cognition	estimate
noun.quantity	ten thousand
noun.act	Enrollment
verb.cognition	select
noun.person	Mr. Pethel
noun.act	programming
verb.change	boiling
noun.communication	Thank you
noun.person	Chien
verb.communication	murmured
noun.location	Lipton
noun.person	Tso - pin
noun.person	Although Mr. Pethel
verb.social	supervise
verb.change	setting up
noun.act	courses
noun.cognition	instruction
noun.communication	examination papers
noun.person	Mr. Chien
noun.communication	programming
verb.consumption	pour
noun.person	Chien
noun.person	Pethel
noun.communication	Cantonese
noun.person	Tso -
noun.artifact	pin
verb.competition	lost
noun.group	youth
verb.communication	dissembling
noun.person	Chien
verb.communication	turned
noun.person	superior
noun.act	Lying
noun.person	Tso - pin
noun.person	Pethel
verb.communication	Mouthing
noun.communication	slogans
noun.communication	Test papers
noun.quantity	thousand
verb.motion	passing through
noun.person	Chien
verb.communication	demanded
verb.communication	envisioning
verb.contact	Blinking
noun.attribute	vulgarity
noun.person	Tso - pin
noun.group	staff
verb.communication	requisition
noun.group	Ministry
noun.possession	budget
noun.person	Absolute Benefactor
noun.person	Mr. Pethel
noun.person	Chien
noun.communication	hysteria
verb.change	wither
noun.state	submission
verb.change	underline
noun.person	Tso - pin
noun.communication	D
noun.person	Absolute Benefactor
noun.artifact	transport
noun.person	Benefactor
noun.body	homily
verb.competition	Fight
verb.communication	intoned
noun.person	Chien
verb.communication	concealing
noun.group	Ministry
noun.artifact	computers
noun.communication	examination papers
noun.attribute	correctness
noun.attribute	incorrectness
noun.person	Darius Pethel
verb.perception	scrutinize
noun.person	Mr. Chien
noun.communication	examination essays
noun.person	Chien
noun.person	Tso - pin
noun.body	gazes
noun.person	Pethel
noun.person	vice - councilor
noun.group	Ministry
noun.person	His Greatness
noun.person	Absolute Benefactor
verb.communication	confer
noun.person	Kisterigian
noun.communication	medal
noun.person	Tso - pin
noun.state	unison
noun.communication	medal
noun.person	Chien
noun.communication	examination papers
verb.motion	vibrated
noun.person	Pethel
noun.person	progressive
noun.group	Party
noun.communication	conviction
noun.person	stilyagi
verb.cognition	holding
noun.person	crypto
noun.person	Chien
noun.person	DOCTRINES OF
noun.group	POETRY OF
noun.person	BAHA AD - DIN ZUHAYR OF THIRTEENTH
noun.person	CENTURY ARABIA
noun.person	Chien
noun.communication	quatrain
noun.communication	Death
noun.time	adult
noun.location	level
verb.social	hunts
noun.person	Chien
noun.person	Pethel
